index,patient_id,ch_names,x,y,z,anodes,cathodes
0,p02,TP_1_2,0.023599274612034,-0.0039932540676767,-0.0388032182155851,TP1,TP2
1,p02,TP_2_3,0.0271805837522768,-0.0036068564915572,-0.0379766309565378,TP2,TP3
2,p02,TP_3_4,0.0305966392439049,-0.0032063947329743,-0.0372617062561909,TP3,TP4
3,p02,TP_4_5,0.0338929651236868,-0.0028519771463029,-0.0365286422026599,TP4,TP5
4,p02,TP_5_6,0.0372422331399614,-0.0025648369834069,-0.035676844493761,TP5,TP6
5,p02,TP_6_7,0.0405347742952208,-0.002311918962671,-0.0348906629967977,TP6,TP7
6,p02,TP_7_8,0.0439669587668659,-0.0020777179469199,-0.0341916255987384,TP7,TP8
7,p02,TP_8_9,0.0475090409644717,-0.0017896562867742,-0.0335167909226766,TP8,TP9
8,p02,TP_9_10,0.0510224217151731,-0.0014299203558753,-0.0327822014693395,TP9,TP10
9,p02,TP_10_11,0.0546085554684919,-0.001049058935729,-0.0321066380967665,TP10,TP11
10,p02,TP_11_12,0.0580752363949377,-0.0007523671897063,-0.0313532478681745,TP11,TP12
11,p02,A_1_2,0.0182695550315012,-0.006993549193629,-0.0165652107603171,A1,A2
12,p02,A_2_3,0.0216123832010797,-0.0070574411426032,-0.0173737049527559,A2,A3
13,p02,A_3_4,0.0249693400451672,-0.0070736972975381,-0.0181425613842692,A3,A4
14,p02,A_4_5,0.0284525372848986,-0.0071698718721746,-0.0189177412190186,A4,A5
15,p02,A_5_6,0.0319558155775841,-0.0072577180464052,-0.0196636255910038,A5,A6
16,p02,A_6_7,0.0354912754816308,-0.0073382169854221,-0.0203864114905569,A6,A7
17,p02,A_7_8,0.0390093426124197,-0.0074104817086943,-0.0211203914525533,A7,A8
18,p02,A_8_9,0.0424864893072647,-0.0074781301946326,-0.0218740337528714,A8,A9
19,p02,A_9_10,0.0459532836634293,-0.0075567023245853,-0.0226713844137942,A9,A10
20,p02,A_10_11,0.0494492753313007,-0.0076354744647572,-0.0234985355318569,A10,A11
21,p02,A_11_12,0.0529542905631149,-0.0077178625771454,-0.0243635040732191,A11,A12
22,p02,A_12_13,0.0564393117837871,-0.0078570173586783,-0.0253607174953952,A12,A13
23,p02,A_13_14,0.0598974812778126,-0.0080237922725645,-0.0264353762284886,A13,A14
24,p02,A'_1_2,-0.0192864702592662,-0.0090940824649268,-0.0160818145007718,A'1,A'2
25,p02,A'_2_3,-0.0226898158119616,-0.008990165964497,-0.0167617922829902,A'2,A'3
26,p02,A'_3_4,-0.0262275444388489,-0.0088229980562957,-0.0173986067407201,A'3,A'4
27,p02,A'_4_5,-0.0298293077950078,-0.0087054728095846,-0.0180311686752149,A'4,A'5
28,p02,A'_5_6,-0.0333688273101075,-0.0086235371228637,-0.0185414348290955,A'5,A'6
29,p02,A'_6_7,-0.0369504282513336,-0.0084623259028497,-0.0190108839381887,A'6,A'7
30,p02,A'_7_8,-0.0405604190414352,-0.0083651522135191,-0.0195297798932049,A'7,A'8
31,p02,A'_8_9,-0.0440958217906904,-0.0083194910601096,-0.0201102795038359,A'8,A'9
32,p02,A'_9_10,-0.0476768209786604,-0.0082695678955972,-0.020675572983435,A'9,A'10
33,p02,A'_10_11,-0.0513448264055124,-0.0082038485405185,-0.0213276224609349,A'10,A'11
34,p02,A'_11_12,-0.0550987546727266,-0.0081471885078165,-0.0220291700181552,A'11,A'12
35,p02,A'_12_13,-0.058783367390512,-0.0081343394362623,-0.0227159836809743,A'12,A'13
36,p02,A'_13_14,-0.0623574596442634,-0.0080799405189055,-0.0234831836419173,A'13,A'14
37,p02,H'_1_2,-0.0120246416125667,-0.0267130257685079,0.0107439562334918,H'1,H'2
38,p02,H'_2_3,-0.0158606300082575,-0.026635963880009,0.0105764200739703,H'2,H'3
39,p02,H'_3_4,-0.0196440442764775,-0.0266014248993475,0.0104370487344524,H'3,H'4
40,p02,H'_4_5,-0.0232559093750541,-0.0266349481414632,0.0103307475553381,H'4,H'5
41,p02,H'_5_6,-0.0298836485940516,-0.026558526830085,0.0103367952425746,H'5,H'6
42,p02,H'_6_7,-0.0365563914729209,-0.0263455814312649,0.0103060864542396,H'6,H'7
43,p02,H'_7_8,-0.0401640251241966,-0.0262191290313616,0.0102447698303376,H'7,H'8
44,p02,H'_8_9,-0.0437417860712653,-0.0261235115062715,0.0101393475946455,H'8,H'9
45,p02,H'_9_10,-0.0473960229886969,-0.0260791589262546,0.0100201292480955,H'9,H'10
46,p02,H'_10_11,-0.0540296312869999,-0.0261067773980581,0.0098445997935164,H'10,H'11
47,p02,H'_11_12,-0.0606070126587097,-0.0260930611296343,0.0097302581700783,H'11,H'12
48,p02,H'_12_13,-0.0642469838882354,-0.0261824018118785,0.0099898646222165,H'12,H'13
49,p02,OF'_1_2,-0.0162305369225744,0.0201718366817476,0.0070505417776521,OF'1,OF'2
50,p02,OF'_2_3,-0.0194455315183631,0.0215039524250325,0.0070745805026063,OF'2,OF'3
51,p02,OF'_3_4,-0.0228475310340921,0.0229672455980005,0.00711100339782,OF'3,OF'4
52,p02,OF'_4_5,-0.0264728209894401,0.0244803384149763,0.0070934524918842,OF'4,OF'5
53,p02,OF'_5_6,-0.0299992875587602,0.0259618437371638,0.00718991288767,OF'5,OF'6
54,p02,OF'_6_7,-0.0333503345026473,0.0274010010995487,0.007310246163976,OF'6,OF'7
55,p02,OF'_7_8,-0.0367831157197076,0.0288268333519881,0.007387698625121,OF'7,OF'8
56,p02,OF'_8_9,-0.040326931273973,0.0301261840133264,0.0073509629157179,OF'8,OF'9
57,p02,OF'_9_10,-0.0437612712886257,0.031282167356948,0.0072904488227966,OF'9,OF'10
58,p02,OF'_10_11,-0.047174297727135,0.0324310834040749,0.0072170319481955,OF'10,OF'11
59,p02,OF'_11_12,-0.0507214403856252,0.033699887898246,0.0072674452076846,OF'11,OF'12
60,p02,OF_1_2,0.0162080041073216,0.0185101407106895,0.0114203180096565,OF1,OF2
61,p02,OF_2_3,0.019736903884002,0.0187271609298932,0.0113378763986398,OF2,OF3
62,p02,OF_3_4,0.0233815010344133,0.0190119614924231,0.0112753266473023,OF3,OF4
63,p02,OF_4_5,0.0271631366914496,0.0192355462055302,0.0112479995643988,OF4,OF5
